norm si1 si2 E_break
2.707188364462731922e+00 1.585158360169069303e+00 2.831664316672176440e+00 4.690063921740256774e+04
2.770643841220858050e+00 1.640278114627458761e+00 2.919537807121713513e+00 3.842449464731211629e+04
2.034138563946430001e+00 1.693605935466438783e+00 3.072320786801528314e+00 3.631917888828594732e+04
2.649575051171162876e+00 1.058986064665805582e+00 2.993429073941470620e+00 3.896666513970738743e+04
2.120928472320069869e+00 2.024422873997355765e+00 2.645418085323138602e+00 2.768321888921446225e+04
2.063057498311966942e+00 1.518905375889274101e+00 2.738999786876524567e+00 2.660023579192430770e+04
2.582162380272372992e+00 2.011800573749520815e+00 2.859224905743403156e+00 4.779719321482088708e+04
1.964619817162266857e+00 1.739786763146880411e+00 2.755111170570687662e+00 2.441416535699196174e+04
2.233821896867743462e+00 1.436931061648011099e+00 2.760141660977956324e+00 2.476981120071378245e+04
2.579349266682006370e+00 1.753380316092038926e+00 3.154542997218284128e+00 5.937552813316386892e+04
2.015457588948863510e+00 1.684716504636510903e+00 2.910457378630521674e+00 2.723340810691460138e+04
2.527165379161409042e+00 2.089662590803732733e+00 3.037652402639063887e+00 4.751862992405824480e+04
2.371204662102886829e+00 1.044156647763409440e+00 2.706777531921723323e+00 2.362555846398327049e+04
2.691695886871487975e+00 1.403423965158539399e+00 2.827627928825839909e+00 3.374005067964212503e+04
2.624590928125562161e+00 1.742353142534981192e+00 3.130123491582011308e+00 4.472451453590687743e+04
2.466473361345846271e+00 1.548234724422258735e+00 3.058728062455787988e+00 4.213635839772270265e+04
1.967834103831339387e+00 1.587840515269132391e+00 2.992958571372155152e+00 3.275343977098699179e+04
2.553782010057676466e+00 1.265593933960432960e+00 2.664946024152015536e+00 2.075564317627243508e+04
2.464329582794930307e+00 1.044807871177159120e+00 2.734580783084040512e+00 2.409923590016947492e+04
2.470267029991249697e+00 1.713354231651943671e+00 2.935366141530790784e+00 4.221865675373462727e+04
2.927399735367634648e+00 1.638723800965494304e+00 3.046552708883175420e+00 4.384790041771654069e+04
2.211632064140045095e+00 1.779858868771324820e+00 2.996311844021354531e+00 4.164202783636763343e+04
1.947647875417407359e+00 1.755120623911893940e+00 2.731999985887222593e+00 2.915766033975241226e+04
2.286188429320218596e+00 1.907709236308757772e+00 3.056788403486216055e+00 4.234812109516463534e+04
2.320257208725797327e+00 1.810205538056100405e+00 2.940113554550469743e+00 4.027090347309592471e+04
2.496221130072634242e+00 1.895658330811023751e+00 3.228170233060306149e+00 4.840380014468094305e+04
2.431293207593793415e+00 1.305658397695276474e+00 2.864566249281583765e+00 3.410892569627975899e+04
2.238486617456911798e+00 1.165653899932296067e+00 2.838773491108010028e+00 2.365343136305053486e+04
2.144502893581579528e+00 1.949004756672145344e+00 3.025293947644392301e+00 3.926496695424422796e+04
2.714079453714925094e+00 1.840148646459500936e+00 3.201027235343344657e+00 5.123979293447275268e+04
2.427083521249627118e+00 2.009756150621879733e+00 2.749101157660702732e+00 3.418914024194301601e+04
2.249978111098329236e+00 1.167375021104000377e+00 2.702252947451350362e+00 2.549356925748266076e+04
2.348839570321981096e+00 1.827208766767847603e+00 2.739299580032772852e+00 3.527580719569779467e+04
2.850482741959368127e+00 2.053409032499625919e+00 3.046987997357352373e+00 4.988535027503772289e+04
2.626813749967316980e+00 1.337247007183684167e+00 2.605975455929568252e+00 2.167766879080348372e+04
2.179756802076891375e+00 1.460868148719775439e+00 2.885558617285167493e+00 2.884703498952684822e+04
2.128039338324150709e+00 1.456471941251895608e+00 2.729448757663247349e+00 2.312849466122637750e+04
2.120193772685329492e+00 1.088364824527441321e+00 2.699676770110447599e+00 2.148783833294681972e+04
3.343838262300134812e+00 1.582485607958170393e+00 3.153747043088062085e+00 5.477075674790028279e+04
2.305675699563589198e+00 1.045438226765440515e+00 2.836967449644349326e+00 2.194643877404451268e+04
2.203019434827568013e+00 1.170745995347061363e+00 2.584121593572303865e+00 1.679218473779794294e+04
2.097067409580123609e+00 1.669492514426539564e+00 2.769216292289580217e+00 2.670180895017578223e+04
2.449638616590211537e+00 1.616836308715999149e+00 2.716444179332372144e+00 2.640849525350215481e+04
2.583953609491444148e+00 1.549383180545645722e+00 2.914699322723572461e+00 3.486303193829244992e+04
2.764963472193773253e+00 1.924176504374006003e+00 2.960214322075549465e+00 6.884096845324603783e+04
2.234802433755079143e+00 1.274436253918851403e+00 2.703559320640792407e+00 2.233377971625250575e+04
2.038608629985489085e+00 1.076411749770146420e+00 2.914651347457111186e+00 3.019913439155470769e+04
2.159099141429013713e+00 1.939857536893497381e+00 3.026760026926280656e+00 3.966691529054538842e+04
2.621509162200328369e+00 1.703872248876737272e+00 2.602699191946899582e+00 3.442731230667627824e+04
2.802446099035156291e+00 1.794531564574629590e+00 2.890449654935084656e+00 4.164115769061588071e+04
2.529817064270513338e+00 2.114330352414778069e+00 2.896971258244258607e+00 5.551516695785960474e+04
2.042797983168593401e+00 1.679211890105223093e+00 2.785782654765729394e+00 3.149593691666503582e+04
3.122701923734089835e+00 2.213585346177762148e+00 3.110343768120479524e+00 9.262332745657784108e+04
2.110172788292069779e+00 1.479411693837923369e+00 2.990296123418338503e+00 3.303463839995070884e+04
2.499044308798277658e+00 1.344188062843017839e+00 2.853425261183027750e+00 3.275284925945877694e+04
2.278671919405199198e+00 1.373999150076289588e+00 2.719433348065803724e+00 2.889001576556028158e+04
2.221375343425014748e+00 2.011649991547232119e+00 2.696718003748882708e+00 2.845624505574506111e+04
2.359996977440925292e+00 1.683569419239342446e+00 2.769357267718390858e+00 3.119820479224994415e+04
2.391140857469361780e+00 1.639567233817617709e+00 2.786273415527883657e+00 3.017300960048753404e+04
2.263516258141275994e+00 1.069757020986469964e+00 2.805368437221426703e+00 2.359467488923807468e+04
2.863436332890367808e+00 1.530893119972083882e+00 2.795025925269503109e+00 3.207843400935792670e+04
2.195034461570286144e+00 1.796069731580660855e+00 2.682455189696073106e+00 2.720102553368564986e+04
2.460554089412586798e+00 1.651642038375947141e+00 2.815389646350283659e+00 3.472612713128251198e+04
2.393175402237041727e+00 1.877747468190315017e+00 2.918334683500159343e+00 4.311160056818003068e+04
2.075646092859768199e+00 1.300933315209514829e+00 3.106072520310549034e+00 3.226681976751349794e+04
2.511514998416243927e+00 1.112866438460280660e+00 3.005671862829826235e+00 3.447685692192416900e+04
2.056943466762501060e+00 1.216277534477278932e+00 2.904658871910142270e+00 2.549798368679430860e+04
2.786141438015923288e+00 1.434030951436689350e+00 2.837530094703746286e+00 3.968623053314842400e+04
2.296411750395487950e+00 1.968839504490752956e+00 2.798580278439201763e+00 3.357742768587725732e+04
2.488625295131202453e+00 1.230033413326256930e+00 2.755511962106941048e+00 2.357336205676207828e+04
